"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:12:28.0748961 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Locales\loc_0409","SUCCESS","Desired Access: Query Value"
"7:12:28.0749110 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Locales\loc_0409\UseFluency","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"7:12:28.0749207 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Locales\loc_0409","SUCCESS",""
"7:12:28.0749346 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0749420 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions","SUCCESS","Desired Access: Read"
"7:12:28.0749921 PM","ctfmon.exe","3980","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:12:28.0750012 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\PolicyType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"7:12:28.0750094 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\Behavior","SUCCESS","Type: REG_DWORD, Length: 4, Data: 32"
"7:12:28.0750165 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\MergeAlgorithm","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0750236 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\RegKeyPathRedirectMapped","NAME NOT FOUND","Length: 16"
"7:12:28.0750304 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\RegKeyPathRedirect","NAME NOT FOUND","Length: 12"
"7:12:28.0750665 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\grouppolicyname","NAME NOT FOUND","Length: 12"
"7:12:28.0750737 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\ADMXMetadataUser","NAME NOT FOUND","Length: 12"
"7:12:28.0750809 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\ADMXMetadataDevice","NAME NOT FOUND","Length: 12"
"7:12:28.0750875 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\ADMXMetadataBoth","NAME NOT FOUND","Length: 12"
"7:12:28.0751167 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\30Value","NAME NOT FOUND","Length: 12"
"7:12:28.0751549 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions\Value","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0751644 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowHardwareKeyboardTextSuggestions","SUCCESS",""
"7:12:28.0751650 PM","Procmon64.exe","1132","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0751804 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0751888 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\current\Device\TextInput","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0752035 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0752106 PM","Procmon64.exe","1132","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0752574 PM","Procmon64.exe","1132","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0752662 PM","Procmon64.exe","1132","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0752818 PM","Procmon64.exe","1132","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0753390 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","AllocationSize: 32,768, EndOfFile: 29,232, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0753648 PM","Procmon64.exe","1132","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0754128 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\current\Device\TextInput","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0754293 PM","Procmon64.exe","1132","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0754570 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0754740 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions","SUCCESS","Desired Access: Read"
"7:12:28.0754789 PM","Procmon64.exe","1132","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0754968 PM","ctfmon.exe","3980","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:12:28.0755058 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\PolicyType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"7:12:28.0755142 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\Behavior","SUCCESS","Type: REG_DWORD, Length: 4, Data: 32"
"7:12:28.0755221 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\MergeAlgorithm","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0755664 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0755752 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\RegKeyPathRedirectMapped","NAME NOT FOUND","Length: 16"
"7:12:28.0755879 PM","Procmon64.exe","1132","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0756026 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\RegKeyPathRedirect","NAME NOT FOUND","Length: 12"
"7:12:28.0756120 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\grouppolicyname","NAME NOT FOUND","Length: 12"
"7:12:28.0756190 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\ADMXMetadataUser","NAME NOT FOUND","Length: 12"
"7:12:28.0756666 PM","Procmon64.exe","1132","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0756715 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\ADMXMetadataDevice","NAME NOT FOUND","Length: 12"
"7:12:28.0756784 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\ADMXMetadataBoth","NAME NOT FOUND","Length: 12"
"7:12:28.0756993 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\30Value","NAME NOT FOUND","Length: 12"
"7:12:28.0757074 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions\Value","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0757173 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\PolicyManager\default\TextInput\AllowKeyboardTextSuggestions","SUCCESS",""
"7:12:28.0757604 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0757621 PM","Procmon64.exe","1132","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0757709 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\PolicyManager\current\Device\TextInput","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0757850 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0757919 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
"7:12:28.0758013 PM","Procmon64.exe","1132","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0758026 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0758495 PM","Procmon64.exe","1132","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0758556 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0758571 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0758600 PM","Procmon64.exe","1132","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0758722 PM","Procmon64.exe","1132","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0758724 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0758798 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0759193 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1\EnableHwkbMode","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0759300 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS",""
"7:12:28.0759376 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0759454 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0759528 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0759620 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0759976 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Query Value"
"7:12:28.0760092 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\EnableHwkbTextPrediction","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:12:28.0760192 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0760295 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0760375 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
"7:12:28.0760463 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0760532 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0760937 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0761019 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0761124 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1\EnableHwkbMode","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0761223 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS",""
"7:12:28.0761239 PM","Procmon64.exe","1132","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0761300 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0761576 PM","Procmon64.exe","1132","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0761658 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0761686 PM","Procmon64.exe","1132","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0761740 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
"7:12:28.0761750 PM","Procmon64.exe","1132","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0761857 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0761862 PM","Procmon64.exe","1132","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0762168 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0762421 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0762492 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0762586 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1\EnableHwkbMode","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0762680 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS",""
"7:12:28.0762752 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0762823 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0763113 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon.exe","FAST IO DISALLOWED",""
"7:12:28.0763236 PM","Procmon64.exe","1132","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0763327 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0763441 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0763463 PM","Explorer.EXE","4184","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0763512 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Query Value"
"7:12:28.0763545 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0763930 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\EnableHwkbAutocorrection2","NAME NOT FOUND","Length: 16"
"7:12:28.0764057 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0764093 PM","Procmon64.exe","1132","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0764214 PM","Procmon64.exe","1132","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0764290 PM","Procmon64.exe","1132","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0764405 PM","Procmon64.exe","1132","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0764458 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0764809 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Policies\Microsoft\InputPersonalization","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0764945 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0765016 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\PolicyManager\Current\Device\Privacy","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0765114 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0765182 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Personalization\Settings","SUCCESS","Desired Access: Query Value"
"7:12:28.0765209 PM","Procmon64.exe","1132","ReadFile","C:\Windows\System32\dbghelp.dll","SUCCESS","Offset: 1,233,920, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0765765 PM","ctfmon.exe","3980","RegQueryValue","HKCU\SOFTWARE\Microsoft\Personalization\Settings\AcceptedPrivacyPolicy","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0765863 PM","ctfmon.exe","3980","RegCloseKey","HKCU\SOFTWARE\Microsoft\Personalization\Settings","SUCCESS",""
"7:12:28.0765947 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0766024 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
"7:12:28.0766124 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0766747 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0766854 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0767148 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","FAST IO DISALLOWED",""
"7:12:28.0767441 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0767543 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0767658 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1\HwkbNavigationOverrideMode","NAME NOT FOUND","Length: 144"
"7:12:28.0767726 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0767758 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS",""
"7:12:28.0768009 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0768200 PM","Explorer.EXE","4184","QueryBasicInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","CreationTime: 6/20/2024 9:55:26 PM, LastAccessTime: 3/9/2026 7:12:27 PM, LastWriteTime: 3/9/2026 6:03:22 PM, ChangeTime: 3/9/2026 7:12:25 PM, FileAttributes: A"
"7:12:28.0768222 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0768281 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0768309 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409","SUCCESS","Desired Access: Query Value"
"7:12:28.0768411 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS",""
"7:12:28.0768416 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\HwkbNavigationOverrideMode","NAME NOT FOUND","Length: 144"
"7:12:28.0768948 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409","SUCCESS",""
"7:12:28.0769046 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0769137 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0769246 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\HwkbNavigationOverrideMode","NAME NOT FOUND","Length: 144"
"7:12:28.0769339 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1","SUCCESS",""
"7:12:28.0769402 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\HwkbNavigationOverrideMode","NAME NOT FOUND","Length: 144"
"7:12:28.0769792 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0769883 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0769962 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
